1	0	0.000163132
1	1	0
2	14	0.00117647
3	18	0
3	20	0
4	20	0
4	22	0
4	24	0
4	26	0
5	24	0
6	26	0.1
6	28	0.0666667
7	28	0.06
7	30	0.1
7	32	0.05
7	36	0.1
8	30	0.185714
8	32	0.0692308
9	32	0.1
9	36	0.2
10	36	0.583333
10	38	0.44
10	42	0.166667
11	38	0.3
12	38	0.6
12	44	0.6
13	42	0.8
14	40	0.7
14	42	0.9
14	46	0.7
15	44	0.8
16	44	0.9
16	46	0.8
16	50	0.76
17	46	0.9
17	48	0.825
18	46	0.9
18	50	0.928571
19	48	1
19	56	1
20	48	0.9
20	56	1
21	50	1
22	56	1
23	54	1
23	56	1
24	52	0.9
24	54	1
24	62	1
24	64	1
26	58	1
26	62	1
27	60	1
28	64	1
29	60	1
29	68	1
30	72	1
31	64	1
31	66	1
33	64	1
34	68	1
35	66	1
35	68	1
35	70	1
36	68	1
36	72	1
37	70	1
38	72	1
38	74	1
39	70	1
39	78	1
40	68	1
40	72	1
40	74	1
40	80	1
41	70	1
41	72	1
41	74	1
41	78	1
41	80	1
42	78	1
44	80	1
45	82	1
45	90	1
46	78	1
47	88	1
47	90	1
49	86	1
50	82	1
51	82	1
51	100	1
52	90	1
53	88	1
53	90	1
55	88	1
55	94	1
55	98	1
58	98	1
58	108	1
61	94	1
61	96	1
61	98	1
62	96	1
62	98	1
62	100	1
62	104	1
63	92	1
63	98	1
63	100	1
64	94	1
68	102	1
69	100	1
71	100	1
71	104	1
71	108	1
72	108	1
73	108	1
73	112	1
76	106	1
76	112	1
78	112	1
79	120	1
80	122	1
82	120	1
84	110	1
85	108	1
87	124	1
87	128	1
88	120	1
90	116	1
90	138	1
92	116	1
93	116	1
94	110	1
94	122	1
96	134	1
97	124	1
100	132	1
101	118	1
101	126	1
101	128	1
103	146	1
104	128	1
108	134	1
109	126	1
110	128	1
110	130	1
112	126	1
114	130	1
114	132	1
116	136	1
118	134	1
121	126	1
122	156	1
125	140	1
127	136	1
129	144	1
130	138	1
130	142	1
132	138	1
134	160	1
135	150	1
137	146	1
142	148	1
143	146	1
143	152	1
144	138	1
148	142	1
148	152	1
153	172	1
154	150	1
155	156	1
158	148	1
159	160	1
162	162	1
165	158	1
167	166	1
170	162	1
171	156	1
171	168	1
175	166	1
176	170	1
179	168	1
182	172	1
188	172	1
192	178	1
195	174	1
196	176	1
197	188	1
201	172	1
201	182	1
211	194	1
218	180	1
218	194	1
223	190	1
223	204	1
231	196	1
233	194	1
238	212	1
241	198	1
242	218	1
251	188	1
252	204	1
254	202	1
260	224	1
263	214	1
266	194	1
266	210	1
271	212	1
278	216	1
281	224	1
288	220	1
291	212	1
294	220	1
294	236	1
307	212	1
307	226	1
313	220	1
315	234	1
317	220	1
328	226	1
335	242	1
338	244	1
342	240	1
344	236	1
346	230	1
349	244	1
353	254	1
363	238	1
366	256	1
367	244	1
375	246	1
379	256	1
384	264	1
389	262	1
395	266	1
396	254	1
409	266	1
413	280	1
414	272	1
423	248	1
425	274	1
435	276	1
443	270	1
444	286	1
454	266	1
458	284	1
468	282	1
470	278	1
470	286	1
472	266	1
487	292	1
492	294	1
501	290	1
503	296	1
508	304	1
514	300	1
524	292	1
531	296	1
533	300	1
541	300	1
552	292	1
560	302	1
569	302	1
572	320	1
585	306	1
590	314	1
603	308	1
603	318	1
616	324	1
619	330	1
627	314	1
635	330	1
639	328	1
642	334	1
651	324	1
665	342	1
666	326	1
667	342	1
682	344	1
703	340	1
706	366	1
707	346	1
710	358	1
743	366	1
743	368	1
744	356	1
752	354	1
773	366	1
776	364	1
777	356	1
780	364	1
799	372	1
808	356	1
811	376	1
812	356	1
822	364	1
849	374	1
852	370	1
853	392	1
870	392	1
893	384	1
894	404	1
905	406	1
907	372	1
933	374	1
936	392	1
941	384	1
942	400	1
958	374	1
975	414	1
984	420	1
991	412	1
1012	450	1
1014	402	1
1018	398	1
1036	430	1
1051	434	1
1063	406	1
1068	432	1
1083	428	1
1099	420	1
1100	408	1
1101	434	1
1106	432	1
1137	436	1
1140	438	1
1141	426	1
1144	442	1
1181	442	1
1184	444	1
1195	450	1
1219	472	1
1236	502	1
1243	458	1
1265	470	1
1267	482	1
1279	454	1
1307	476	1
1323	488	1
1330	490	1
1342	484	1
1372	488	1
1378	502	1
1384	480	1
1422	502	1
1427	480	1
1434	512	1
1469	490	1
1474	504	1
1485	494	1
1529	504	1
1538	518	1
1549	502	1
1570	494	1
1609	520	1
1609	554	1
1624	470	1
1673	512	0.8
1681	544	1
1684	468	1
1724	482	0.9
1749	506	0.8
1750	536	0.7
1791	512	1
1793	500	0.7
1806	498	0.9
1857	480	0.4
1857	496	0.3
1861	472	0.4
1905	416	0.3
1907	486	0.3
1908	482	0.2
1941	418	0.2
1966	440	0.1
1973	432	0.2
1988	396	0
2013	414	0
2034	402	0
2044	362	0
2059	388	0
2067	354	0
2073	336	0
2101	340	0
2104	368	0
2111	332	0
2137	364	0
2155	308	0
2160	304	0
2179	308	0
2191	272	0
2199	292	0
2215	272	0
2222	260	0
2250	246	0
2253	250	0
2280	238	0
2288	232	0
2306	208	0
2306	212	0
2322	182	0
2332	174	0
2345	162	0
2355	162	0
2366	170	0
2376	158	0
2382	146	0
2396	142	0
2407	148	0
2411	140	0
2423	122	0
2436	118	0
2452	120	0
